Date,Open,High,Low,Close,Volume,Dividends
2022-11-08 00:00:00-05:00,107.19000244140625,109.16999816894531,106.70999908447266,108.62999725341797,633500,0.0
2022-11-07 00:00:00-05:00,106.25,108.62999725341797,105.81999969482422,107.83000183105469,834100,0.0
2022-11-04 00:00:00-04:00,107.05999755859375,107.43000030517578,103.1500015258789,105.76000213623047,942900,0.0
2022-11-03 00:00:00-04:00,103.48999786376953,107.4000015258789,102.7699966430664,106.68000030517578,1011100,0.0
2022-11-02 00:00:00-04:00,103.41000366210938,106.80000305175781,103.33999633789062,104.36000061035156,1012400,0.0
2022-11-01 00:00:00-04:00,103.05999755859375,104.94999694824219,102.55999755859375,103.55000305175781,1483400,0.0
2022-10-31 00:00:00-04:00,101.0199966430664,102.88999938964844,100.58999633789062,101.58999633789062,992700,0.0
2022-10-28 00:00:00-04:00,99.52999877929688,101.83000183105469,98.93000030517578,101.73999786376953,877200,0.0
2022-10-27 00:00:00-04:00,97.95999908447266,100.0999984741211,97.73999786376953,99.1500015258789,534200,0.0
2022-10-26 00:00:00-04:00,97.94999694824219,98.4000015258789,96.51000213623047,97.51000213623047,416700,0.0
2022-10-25 00:00:00-04:00,95.88999938964844,97.75,95.4800033569336,97.30999755859375,585700,0.0
2022-10-24 00:00:00-04:00,96.30000305175781,96.9800033569336,95.58999633789062,96.08000183105469,425000,0.0
2022-10-21 00:00:00-04:00,93.5199966430664,95.70999908447266,92.56999969482422,95.38999938964844,541400,0.0
2022-10-20 00:00:00-04:00,93.36000061035156,94.18000030517578,92.83000183105469,93.3499984741211,465200,0.0
2022-10-19 00:00:00-04:00,93.12999725341797,93.52999877929688,92.4800033569336,93.19000244140625,587500,0.0
2022-10-18 00:00:00-04:00,92.45999908447266,94.31999969482422,92.26000213623047,93.7300033569336,546000,0.0
2022-10-17 00:00:00-04:00,90.08000183105469,91.91999816894531,90.04000091552734,91.12999725341797,550600,0.0
2022-10-14 00:00:00-04:00,91.5199966430664,91.76000213623047,88.52999877929688,88.70999908447266,603900,0.0
2022-10-13 00:00:00-04:00,88.01000213623047,91.4800033569336,88.01000213623047,91.11000061035156,592000,0.0
2022-10-12 00:00:00-04:00,91.1500015258789,91.45999908447266,89.44000244140625,89.45999908447266,695100,0.0
2022-10-11 00:00:00-04:00,91.58000183105469,93.1500015258789,91.06999969482422,91.2699966430664,470600,0.0
2022-10-10 00:00:00-04:00,91.9800033569336,92.87000274658203,90.94000244140625,91.88999938964844,401900,0.0
2022-10-07 00:00:00-04:00,91.05000305175781,91.6500015258789,90.80000305175781,91.44999694824219,652100,0.0
2022-10-06 00:00:00-04:00,92.26000213623047,92.31999969482422,91.05000305175781,91.62999725341797,821200,0.0
2022-10-05 00:00:00-04:00,92.7300033569336,93.37000274658203,92.05999755859375,92.4800033569336,524200,0.0
2022-10-04 00:00:00-04:00,91.47000122070312,93.41999816894531,91.37999725341797,93.36000061035156,919000,0.0
2022-10-03 00:00:00-04:00,88.37999725341797,91.43000030517578,88.0999984741211,90.79000091552734,627600,0.0
2022-09-30 00:00:00-04:00,88.25,88.91999816894531,87.37999725341797,87.47000122070312,804800,0.0
2022-09-29 00:00:00-04:00,88.58999633789062,88.58999633789062,87.23999786376953,88.0999984741211,783800,0.0
2022-09-28 00:00:00-04:00,88.80000305175781,89.30999755859375,87.5199966430664,88.93000030517578,477400,0.0
2022-09-27 00:00:00-04:00,89.02999877929688,89.38999938964844,87.61000061035156,88.19999694824219,527900,0.0
2022-09-26 00:00:00-04:00,88.38999938964844,89.51000213623047,88.0199966430664,88.38999938964844,515200,0.0
2022-09-23 00:00:00-04:00,90.04000091552734,90.18000030517578,87.83000183105469,88.69000244140625,655600,0.0
2022-09-22 00:00:00-04:00,91.63999938964844,91.63999938964844,90.37999725341797,90.68000030517578,517000,0.0
2022-09-21 00:00:00-04:00,93.9000015258789,95.05000305175781,91.80999755859375,91.83999633789062,712500,0.0
2022-09-20 00:00:00-04:00,93.0199966430664,93.5199966430664,92.0,93.11000061035156,1532300,0.0
2022-09-19 00:00:00-04:00,92.69000244140625,93.4800033569336,91.81999969482422,93.19999694824219,757600,0.0
2022-09-16 00:00:00-04:00,93.11000061035156,93.7699966430664,92.4800033569336,93.29000091552734,1764300,0.0
2022-09-15 00:00:00-04:00,92.83000183105469,92.98999786376953,91.69000244140625,92.4000015258789,857900,0.0
2022-09-14 00:00:00-04:00,92.55999755859375,93.70999908447266,92.26000213623047,92.94000244140625,841900,0.36
2022-09-13 00:00:00-04:00,94.57150153762528,95.10940648917224,91.98158711911432,92.38999938964844,619500,0.0
2022-09-12 00:00:00-04:00,95.67719837936343,96.59362570390397,95.53774237779345,95.87641906738281,587500,0.0
2022-09-09 00:00:00-04:00,94.28262403356628,95.85649319582873,94.1332047283269,95.31858825683594,582300,0.0
2022-09-08 00:00:00-04:00,94.1033239266082,94.60138321903248,93.25662464944327,94.20293426513672,541100,0.0
2022-09-07 00:00:00-04:00,93.46580750236585,94.94005873411534,93.01754958477241,94.64122772216797,741800,0.0
2022-09-06 00:00:00-04:00,93.57538625039174,94.22285727810286,92.85817962300132,93.23670196533203,796500,0.0
2022-09-02 00:00:00-04:00,95.44808623390897,95.7369615468011,93.03748098812466,93.34627532958984,425700,0.0
2022-09-01 00:00:00-04:00,94.50177504206935,94.9500253755915,93.8841787694154,94.69103240966797,868800,0.0
2022-08-31 00:00:00-04:00,95.80668733283302,96.39439365943367,94.36231840152699,94.68107604980469,1154800,0.0
2022-08-30 00:00:00-04:00,96.96217818062414,97.19128879615901,95.3982723260909,95.43811798095703,453800,0.0
2022-08-29 00:00:00-04:00,96.30474708350884,97.55985865437486,95.13929013902418,96.85261535644531,545500,0.0
2022-08-26 00:00:00-04:00,99.48236578553806,99.59193943783278,96.7828853330935,96.82272338867188,358900,0.0
2022-08-25 00:00:00-04:00,99.5520954065152,99.80112505674181,98.7153518298673,99.35286712646484,372900,0.0
2022-08-24 00:00:00-04:00,100.0899973081167,100.20952667271693,98.97434177323117,99.19348907470703,461200,0.0
2022-08-23 00:00:00-04:00,100.15973188019615,100.6677469126648,99.64174593364741,99.86089324951172,501000,0.0
2022-08-22 00:00:00-04:00,101.62401462456026,101.71366924903212,100.02027069566516,100.23941040039062,592700,0.0
2022-08-19 00:00:00-04:00,101.17576471646262,102.24161130202424,100.75739673329602,102.18184661865234,673000,0.0
2022-08-18 00:00:00-04:00,101.21561296848832,101.48456165034294,100.78728166051104,101.19568634033203,318800,0.0
2022-08-17 00:00:00-04:00,100.30914257124695,101.09607719754865,99.90073788658368,100.75740051269531,384000,0.0
2022-08-16 00:00:00-04:00,100.47848556051291,101.33514816144825,100.46852224660944,100.8271255493164,510700,0.0
2022-08-15 00:00:00-04:00,99.18352694708435,101.3451024469776,98.21729070617658,100.57809448242188,493300,0.0
2022-08-12 00:00:00-04:00,97.93837901920533,99.72143219916654,97.93837901920533,99.67162322998047,499200,0.0
2022-08-11 00:00:00-04:00,98.38663232174194,98.53605163404262,97.2112120513088,97.77900695800781,822300,0.0
2022-08-10 00:00:00-04:00,98.78508277152811,99.02415671471245,97.99814814138924,98.25714111328125,551400,0.0
2022-08-09 00:00:00-04:00,98.53604894122729,98.67550493562167,97.3805553305622,97.7391586303711,723500,0.0
2022-08-08 00:00:00-04:00,100.42867584981019,100.5083671608864,97.52001139356439,97.96826171875,839300,0.0
2022-08-05 00:00:00-04:00,98.5360508101472,100.1995670603902,98.24717550205644,100.15972900390625,406500,0.0
2022-08-04 00:00:00-04:00,99.38275131163235,100.37886993101229,98.70539034646272,98.9245376586914,787300,0.0
2022-08-03 00:00:00-04:00,100.23941015951085,100.23941015951085,98.72531325894438,99.55209350585938,1130100,0.0
2022-08-02 00:00:00-04:00,101.6041009512825,102.41095461514183,97.410442402424,100.09000396728516,1400400,0.0
2022-08-01 00:00:00-04:00,106.58469262682698,106.58469262682698,104.49284503915406,104.74187469482422,955800,0.0
2022-07-29 00:00:00-04:00,105.58857527403073,107.43139322819655,105.25985430064502,106.5846939086914,652100,0.0
2022-07-28 00:00:00-04:00,103.00862515318829,105.99698086845645,102.81936019262453,105.45907592773438,655600,0.0
2022-07-27 00:00:00-04:00,103.3273834253393,103.49672175962793,102.31133822004422,102.8492431640625,621400,0.0
2022-07-26 00:00:00-04:00,102.82932622870395,103.62621654733765,102.47072292539517,103.10823822021484,480600,0.0
2022-07-25 00:00:00-04:00,101.275376810427,102.71975334845922,100.85700882001017,102.55040740966797,609600,0.0
2022-07-22 00:00:00-04:00,100.89685361404298,101.96270020896783,100.46852231329103,101.05622863769531,611400,0.0
2022-07-21 00:00:00-04:00,99.61186050602193,100.5581701409164,98.94446286457922,100.49840545654297,828800,0.0
2022-07-20 00:00:00-04:00,99.89077618144036,100.54821813290864,99.17356954339571,99.6417465209961,843500,0.0
2022-07-19 00:00:00-04:00,97.92841412553935,99.86088658210062,97.3905091860909,99.76127624511719,978700,0.0
2022-07-18 00:00:00-04:00,98.62570278316419,98.99426179408864,97.41043689899011,97.50008392333984,547100,0.0
2022-07-15 00:00:00-04:00,98.96438011643394,99.20344644941841,97.95829821544268,98.30694580078125,872800,0.0
2022-07-14 00:00:00-04:00,97.53992871834227,97.9483409806404,96.7131484798716,97.82880401611328,512200,0.0
2022-07-13 00:00:00-04:00,98.4065608680796,99.76128281972349,98.4065608680796,98.60578155517578,787200,0.0
2022-07-12 00:00:00-04:00,100.6079756947863,101.8431605951795,99.024150814417,99.42259216308594,549900,0.0
2022-07-11 00:00:00-04:00,100.4187119313705,101.63397781872953,100.27925593771765,100.80719757080078,288000,0.0
2022-07-08 00:00:00-04:00,101.19568901038674,101.95274130488046,100.9267403214359,101.23553466796875,408900,0.0
2022-07-07 00:00:00-04:00,101.07615230578787,101.76347654960304,100.76735798165366,101.1259536743164,538300,0.0
2022-07-06 00:00:00-04:00,99.75131958915232,101.87304954765754,99.24329695691397,100.88689422607422,577000,0.0
2022-07-05 00:00:00-04:00,101.3052555803147,101.47460151313433,97.39050929424386,99.19348907470703,703800,0.0
2022-07-01 00:00:00-04:00,100.66774106044562,102.31133823409698,99.18352650716896,102.0523452758789,559700,0.0
2022-06-30 00:00:00-04:00,98.5061714396762,100.50837202869107,98.00811212100061,100.31910705566406,1158900,0.0
2022-06-29 00:00:00-04:00,99.43255530054977,99.43255530054977,98.0977600653545,98.9643783569336,685600,0.0
2022-06-28 00:00:00-04:00,101.70370610744727,102.16191974501908,98.56593104168955,98.8747329711914,680800,0.0
2022-06-27 00:00:00-04:00,101.12595740609193,102.36114994777326,100.36891273835647,101.29530334472656,544100,0.0
2022-06-24 00:00:00-04:00,98.15752784639565,101.43475895538842,97.529975863739,101.17576599121094,1314300,0.0
2022-06-23 00:00:00-04:00,97.89853309397873,98.51612935118794,96.14536226044869,97.16140747070312,626400,0.0
2022-06-22 00:00:00-04:00,95.53773786497719,97.42040139702473,94.99983291299479,97.06179809570312,779100,0.0
2022-06-21 00:00:00-04:00,95.28871030964788,96.84265291631618,94.3722754084863,96.52389526367188,647500,0.0
2022-06-17 00:00:00-04:00,94.59142242995375,94.87033442519062,91.36400025684122,93.7845687866211,2671800,0.0
2022-06-16 00:00:00-04:00,97.12156131205744,97.2012526222098,94.60138252679681,94.9898681640625,847900,0.0
2022-06-15 00:00:00-04:00,98.17744455906961,98.95441583349599,96.92234062335699,98.40655517578125,758800,0.0
2022-06-14 00:00:00-04:00,98.44640318026708,99.1436831611924,96.42428363580186,97.52997589111328,914400,0.36
2022-06-13 00:00:00-04:00,98.5364822071321,99.77712084808059,97.56382575309257,98.65558624267578,823000,0.0
2022-06-10 00:00:00-04:00,100.98798324926759,101.17656274184796,99.85652143829961,99.9656982421875,640800,0.0
2022-06-09 00:00:00-04:00,103.36008524141458,103.81663934992932,102.01026980221566,102.05989837646484,489500,0.0
2022-06-08 00:00:00-04:00,105.72225957694214,105.75204126515675,103.06233001573969,103.1318130493164,404200,0.0
2022-06-07 00:00:00-04:00,103.0027809016379,106.5063431980705,102.67525048439872,106.26814270019531,670800,0.0
2022-06-06 00:00:00-04:00,105.34510837456148,106.13912013894844,104.76945022399379,105.12675476074219,591700,0.0
2022-06-03 00:00:00-04:00,104.48161792466097,105.43443504142665,103.91588702097597,104.98780059814453,492900,0.0
2022-06-02 00:00:00-04:00,103.93573688918745,105.09697276037544,102.19884291061749,104.85877227783203,500800,0.0
2022-06-01 00:00:00-04:00,104.0647660989502,104.26327282182461,102.37750060193241,103.9555892944336,546500,0.0
2022-05-31 00:00:00-04:00,104.0349875090607,104.32281656565621,102.82412305450607,103.7173843383789,1031900,0.0
2022-05-27 00:00:00-04:00,103.20129099631663,104.59080025617102,103.01271149436886,104.57095336914062,535800,0.0
2022-05-26 00:00:00-04:00,102.40727783550444,103.62806960851806,102.3576492602104,102.8539047241211,436200,0.0
2022-05-25 00:00:00-04:00,101.38499133447407,102.04997182921664,100.7001563809962,101.6231918334961,526600,0.0
2022-05-24 00:00:00-04:00,101.08724056233591,101.72244697598724,99.76719915773702,101.20634460449219,723100,0.0
2022-05-23 00:00:00-04:00,100.55127769791126,101.67281987054787,99.76719317167434,101.08723449707031,584400,0.0
2022-05-20 00:00:00-04:00,100.74978432452492,100.74978432452492,98.13947579197064,99.84659576416016,699200,0.0
2022-05-19 00:00:00-04:00,99.97562006187135,101.75220779863128,99.39996195838414,100.75969696044922,676100,0.0
2022-05-18 00:00:00-04:00,103.16158581392557,103.45933454185503,100.55127728942604,100.92843627929688,530600,0.0
2022-05-17 00:00:00-04:00,102.75465395113822,103.78686621274262,101.85147295489521,103.6181411743164,534900,0.0
2022-05-16 00:00:00-04:00,101.4941689067857,102.93330671340496,100.89866386860729,102.4271240234375,600100,0.0
2022-05-13 00:00:00-04:00,100.22375381275879,101.63311747059007,99.9954729744235,100.8788070678711,518300,0.0
2022-05-12 00:00:00-04:00,100.44210503873602,101.79192053554418,99.0724426547355,99.81682586669922,1002300,0.0
2022-05-11 00:00:00-04:00,100.40240536599292,102.5958535263829,100.08479461151316,100.4520263671875,895500,0.0
2022-05-10 00:00:00-04:00,98.91364380989967,101.40484081462512,98.91364380989967,100.47188568115234,1157900,0.0
2022-05-09 00:00:00-04:00,101.72243632123119,102.43704535480278,98.36775232725007,98.63572692871094,827300,0.0
2022-05-06 00:00:00-04:00,103.04248212514513,103.79679253516052,101.63311845368115,102.43704986572266,684300,0.0
2022-05-05 00:00:00-04:00,103.98535959820538,104.46176814338392,102.1095146762805,103.28067779541016,820700,0.0
2022-05-04 00:00:00-04:00,101.83161856179296,105.2061571937808,101.73236898455218,103.99529266357422,1284900,0.0
2022-05-03 00:00:00-04:00,101.40484283271623,102.74473111250545,98.90371854859353,101.7522201538086,1686500,0.0
2022-05-02 00:00:00-04:00,102.60577098678422,104.46176903919383,102.01026597939699,102.73480224609375,1087000,0.0
2022-04-29 00:00:00-04:00,104.06476317685,104.9381775884578,102.38742495613927,102.73480224609375,1318500,0.0
2022-04-28 00:00:00-04:00,105.79173811477585,105.79173811477585,103.56851571564603,104.24342346191406,1047100,0.0
2022-04-27 00:00:00-04:00,105.92075973884951,106.58574019487071,104.76944351147829,105.44435119628906,686700,0.0
2022-04-26 00:00:00-04:00,106.38724741884974,107.9752633686502,105.7917348119494,105.83143615722656,690600,0.0
2022-04-25 00:00:00-04:00,107.091929797145,107.091929797145,104.67020072889036,106.36739349365234,1019800,0.0
2022-04-22 00:00:00-04:00,108.50129455865434,109.36478179371883,107.3301313584294,107.4393081665039,529900,0.0
2022-04-21 00:00:00-04:00,109.34492624826686,109.59305397828776,108.48144659403887,108.95784759521484,638400,0.0
2022-04-20 00:00:00-04:00,109.14642211942085,110.28781113995609,108.77919036971178,109.04717254638672,584600,0.0
2022-04-19 00:00:00-04:00,108.6104712650432,109.79156169369388,108.28294084112633,108.78912353515625,588000,0.0
2022-04-18 00:00:00-04:00,107.9653333844465,109.4938010634598,107.61795608745646,108.44174194335938,653800,0.0
2022-04-14 00:00:00-04:00,108.38219128183233,109.82133668370851,107.99511262221745,108.24324035644531,584400,0.0
2022-04-13 00:00:00-04:00,107.73705818936041,108.75934317600537,106.93311923386939,107.91571044921875,490700,0.0
2022-04-12 00:00:00-04:00,107.33012437539251,109.07694561867667,107.2209475744212,107.48892974853516,495900,0.0
2022-04-11 00:00:00-04:00,107.49885234739705,108.6402413882643,106.66514683235067,107.35990142822266,694100,0.0
2022-04-08 00:00:00-04:00,108.03481151804392,109.05709654831527,107.08200194889031,107.1812515258789,746600,0.0
2022-04-07 00:00:00-04:00,106.69491973533829,107.58818104292278,105.90090800142829,107.26065063476562,1346800,0.0
2022-04-06 00:00:00-04:00,106.51626634231074,107.83630761770421,106.39716231181234,106.6750717163086,1221400,0.0
2022-04-05 00:00:00-04:00,106.45672682676022,108.06458972267994,105.94061689128014,106.39717102050781,866000,0.0
2022-04-04 00:00:00-04:00,107.42937911760534,107.50878180799798,105.52375998172604,106.42694854736328,661200,0.0
2022-04-01 00:00:00-04:00,106.9033444003929,108.13405575322045,106.11925990807931,107.48892974853516,598500,0.0
2022-03-31 00:00:00-04:00,107.2606576289363,108.58069900442867,106.74455526882116,107.21102905273438,932500,0.0
2022-03-30 00:00:00-04:00,106.57581996015632,108.22339172353274,106.56590030297265,107.6080322265625,829700,0.0
2022-03-29 00:00:00-04:00,106.95297510680308,107.47900466438526,105.45428154995525,106.55596923828125,740800,0.0
2022-03-28 00:00:00-04:00,107.53855993509002,108.5310708852473,106.44679940436853,108.23332214355469,564100,0.0
2022-03-25 00:00:00-04:00,107.14155071175696,108.79904970193799,106.29791794478592,107.71720886230469,564100,0.0
2022-03-24 00:00:00-04:00,104.81908036416846,107.8760158587741,104.47170305165815,106.73462677001953,744300,0.0
2022-03-23 00:00:00-04:00,105.76195556957359,106.56589452101768,104.8984759614858,106.02993774414062,944200,0.0
2022-03-22 00:00:00-04:00,105.58330738314321,106.94305004945987,105.00765681296652,105.62300872802734,811600,0.0
2022-03-21 00:00:00-04:00,104.69005305088558,107.19117718678403,104.49154632755572,105.5733871459961,930600,0.0
2022-03-18 00:00:00-04:00,102.61570407344382,105.33518189151404,102.46682592003418,104.69005584716797,3922800,0.0
2022-03-17 00:00:00-04:00,101.79191366424769,104.05483726430124,100.78948312516277,103.2112045288086,1157500,0.0
2022-03-16 00:00:00-04:00,102.87375822437181,103.84641468410761,99.72750042984241,101.29566192626953,1209700,0.0
2022-03-15 00:00:00-04:00,101.65296553498467,103.27076316373561,101.16663730955533,103.19136047363281,894000,0.0
2022-03-14 00:00:00-04:00,101.37506330017463,102.5760005873742,100.55127743112011,101.6827392578125,1001800,0.36
2022-03-11 00:00:00-05:00,101.93694327687307,102.9754035644882,100.77980698760409,100.84903717041016,735100,0.0
2022-03-10 00:00:00-05:00,101.21495673410425,103.02484106849478,100.89847484602969,101.88748168945312,627000,0.0
2022-03-09 00:00:00-05:00,100.9578180229701,103.14352219027984,98.98968901787785,101.7589111328125,1323600,0.0
2022-03-08 00:00:00-05:00,104.84462127605434,105.3193403521212,100.80947140186768,101.07649993896484,1329600,0.0
2022-03-07 00:00:00-05:00,106.8127471289102,108.18746614109406,105.01275484022544,105.6852798461914,1390800,0.0
2022-03-04 00:00:00-05:00,103.94462369892214,106.58527031145438,103.36111324967239,106.52593231201172,1431900,0.0
2022-03-03 00:00:00-05:00,103.56879976063209,104.36989290401158,102.40177136204882,103.92484283447266,1395300,0.0
2022-03-02 00:00:00-05:00,103.47978115556745,103.76659403964887,99.96881146186024,102.89627075195312,1501000,0.0
2022-03-01 00:00:00-05:00,101.61056661691799,104.67648649249261,101.55122861758859,103.59847259521484,2075700,0.0
2022-02-28 00:00:00-05:00,96.32927348324513,101.09628643517527,95.83477003368588,100.720458984375,2988200,0.0
2022-02-25 00:00:00-05:00,94.7864194266943,96.29960634991227,94.1336787842979,96.08202362060547,1254100,0.0
2022-02-24 00:00:00-05:00,90.16775692106704,94.47982759240104,89.39633274926831,94.43038177490234,1758000,0.0
2022-02-23 00:00:00-05:00,90.2073170729429,91.6611584011373,89.61391445106372,90.04907989501953,1216800,0.0
2022-02-22 00:00:00-05:00,91.90841230257473,92.02709584797539,89.23809666801301,89.69303894042969,1318600,0.0
2022-02-18 00:00:00-05:00,90.80072076605234,92.05676375027987,89.61391550829252,91.98753356933594,1780700,0.0
2022-02-17 00:00:00-05:00,86.2611822086699,90.9787417569794,86.04359948544588,90.80072021484375,1413100,0.0
2022-02-16 00:00:00-05:00,83.20515175906979,87.89305012199904,82.85900083662334,87.74469757080078,1768300,0.0
2022-02-15 00:00:00-05:00,81.62273826812445,84.10514770043098,80.17878909926165,83.57108306884766,1937900,0.0
2022-02-14 00:00:00-05:00,88.01172146667598,88.01172146667598,85.66777995483771,86.39964294433594,1700100,0.0
2022-02-11 00:00:00-05:00,86.81502887519915,88.41722285079979,86.14250384728922,88.01172637939453,1115700,0.0
2022-02-10 00:00:00-05:00,86.89414454720888,88.31831686023692,86.61722382979202,86.80513000488281,865400,0.0
